dept_abb,dept_name,dept_id,dept_url,priority_body,priority_id,priority_strapline,action_id,action_body,action_notes,schedule_start_date,schedule_end_date,actual_start_date,actual_end_date,subaction_id,subaction_body,subaction_notes,subaction_schedule_start_date,subaction_schedule_end_date,act_start,act_end,sched_start_endmonth,sched_end_endmonth,started,ended,start_status,end_status,startearlyby,startedlateby,startoverdueby,endearlyby,endedlateby,endoverdueby,duetostartthismonth,duetoendthismonth,duetostartwithin30days,duetoendwithin30days,duetostartlastmonth,duetoendinlast30days,duetoendlastmonth,duetoendinlast30days,startedthismonth,startedinlast30days,endedthismonth,endedinlast30days,datetimestring,datestring
CO,Cabinet Office,1,http://www.cabinetoffice.gov.uk,1. Drive efficiency and effectiveness in government,76,"Help tackle the deficit by spending less taxpayers’ money and spending it more wisely, collecting consistent Management Information to improve the efficiency of Government, and contributing to the reform of Government to improve effectiveness and accountability",2559,1.4 Achieve efficiency and effectiveness in government construction procurement,,,,,,3003,1.4.i Publish the forward pipeline of funded Government construction projects,,Jul 2012,Jul 2012,NA,NA,2012-07-31,2012-07-31,30,NA,NA,NA,0,0,Not due,Not due,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,NA,NA,NA,NA,2012-07-30 20:47:17,2012-07-30
CO,Cabinet Office,1,http://www.cabinetoffice.gov.uk,1. Drive efficiency and effectiveness in government,76,"Help tackle the deficit by spending less taxpayers’ money and spending it more wisely, collecting consistent Management Information to improve the efficiency of Government, and contributing to the reform of Government to improve effectiveness and accountability",2559,1.4 Achieve efficiency and effectiveness in government construction procurement,,,,,,3005,1.4.ii Extend project bank accounts to ensure rapid payment to supply chain members below tier 1 and support to SMEs. Target is to achieve £2bn of construction projects operating project bank accounts,,Started,Apr 2013,NA,NA,NA,2013-04-30,NA,NA,NA,NA,1,0,Carried over,Not due,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,2012-07-30 20:47:17,2012-07-30
CO,Cabinet Office,1,http://www.cabinetoffice.gov.uk,1. Drive efficiency and effectiveness in government,76,"Help tackle the deficit by spending less taxpayers’ money and spending it more wisely, collecting consistent Management Information to improve the efficiency of Government, and contributing to the reform of Government to improve effectiveness and accountability",2563,1.5 Transform government digital services by designing and delivering user-centred information and transactional services digitally by default,,,,,,3007,"1.5.i Establish a consistent set of cross-government metrics for digital service delivery, and publish the cost per transaction of high value services to enable continuous monitoring and improvement of service",,Started,Dec 2012,NA,NA,NA,2012-12-31,NA,NA,NA,NA,1,0,Carried over,Not due,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,2012-07-30 20:47:17,2012-07-30
CO,Cabinet Office,1,http://www.cabinetoffice.gov.uk,1. Drive efficiency and effectiveness in government,76,"Help tackle the deficit by spending less taxpayers’ money and spending it more wisely, collecting consistent Management Information to improve the efficiency of Government, and contributing to the reform of Government to improve effectiveness and accountability",2563,1.5 Transform government digital services by designing and delivering user-centred information and transactional services digitally by default,,,,,,3009,1.5.ii Provide a “beta” (prototype) version of a digital first service to allow citizens to register online to vote in elections,,Started,Dec 2012,NA,NA,NA,2012-12-31,NA,NA,NA,NA,1,0,Carried over,Not due,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,2012-07-30 20:47:17,2012-07-30
CO,Cabinet Office,1,http://www.cabinetoffice.gov.uk,1. Drive efficiency and effectiveness in government,76,"Help tackle the deficit by spending less taxpayers’ money and spending it more wisely, collecting consistent Management Information to improve the efficiency of Government, and contributing to the reform of Government to improve effectiveness and accountability",2563,1.5 Transform government digital services by designing and delivering user-centred information and transactional services digitally by default,,,,,,3011,"1.5.iii Develop, working  with the  Office of the Public Guardian, a series of digital prototypes to replace aspects of its business that are currently entirely paper-based, including a “beta” (prototype) version of the “Lasting Power of Attorney” process",,Started,Nov 2012,NA,NA,NA,2012-11-30,NA,NA,NA,NA,1,0,Carried over,Not due,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,2012-07-30 20:47:17,2012-07-30
CO,Cabinet Office,1,http://www.cabinetoffice.gov.uk,1. Drive efficiency and effectiveness in government,76,"Help tackle the deficit by spending less taxpayers’ money and spending it more wisely, collecting consistent Management Information to improve the efficiency of Government, and contributing to the reform of Government to improve effectiveness and accountability",2565,1.6 Improve and streamline the public appointment process,,,,,,3013,"1.6.i Publish an action plan to deliver the aspiration that, by the end of this Parliament, at least half of all new appointees to the boards of public bodies are women",,Started,Jul 2012,NA,NA,NA,2012-07-31,NA,NA,NA,NA,1,0,Carried over,Not due,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,0,0,0,NA,NA,NA,NA,2012-07-30 20:47:17,2012-07-30
CO,Cabinet Office,1,http://www.cabinetoffice.gov.uk,1. Drive efficiency and effectiveness in government,76,"Help tackle the deficit by spending less taxpayers’ money and spending it more wisely, collecting consistent Management Information to improve the efficiency of Government, and contributing to the reform of Government to improve effectiveness and accountability",2569,"1.7 Reduce the number and cost of public bodies by abolishing or moving into government departments all public bodies except those that pass one of three tests: demonstrating that they are necessary for transparency, impartiality or because they undertake a technical function",,,,,,3015,1.7.i Complete over 90% of all non-statutory abolitions,,Started,Mar 2013,NA,NA,NA,2013-03-31,NA,NA,NA,NA,1,0,Carried over,Not due,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,2012-07-30 20:47:17,2012-07-30
CO,Cabinet Office,1,http://www.cabinetoffice.gov.uk,1. Drive efficiency and effectiveness in government,76,"Help tackle the deficit by spending less taxpayers’ money and spending it more wisely, collecting consistent Management Information to improve the efficiency of Government, and contributing to the reform of Government to improve effectiveness and accountability",2571,1.8 Reform the Civil Service,,,,,,3017,1.8.i Publish a Civil Service Reform action plan,"<p><a href=""http://resources.civilservice.gov.uk/wp-content/uploads/2012/06/CSRP-web.pdf"">http://resources.civilservice.gov.uk/wp-content/uploads/2012/06/CSRP-web.pdf</a></p>",Started,Jun 2012,NA,2012-06-19,NA,2012-06-30,NA,NA,NA,NA,1,1,Carried over,On time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,0,1,2012-07-30 20:47:17,2012-07-30
CO,Cabinet Office,1,http://www.cabinetoffice.gov.uk,1. Drive efficiency and effectiveness in government,76,"Help tackle the deficit by spending less taxpayers’ money and spending it more wisely, collecting consistent Management Information to improve the efficiency of Government, and contributing to the reform of Government to improve effectiveness and accountability",2573,1.9 Reduce and reform the stock of regulations on the statute book,,,,,,3019,"1.9.i Lead the cross-Government Red Tape Challenge, with BIS, by working with other government departments to bring forward and then implement ambitious plans to reduce (by scrapping regulations) and reform (by reducing associated regulatory burden) the stock of regulations on the statute book",,Started,Mar 2013,NA,NA,NA,2013-03-31,NA,NA,NA,NA,1,0,Carried over,Not due,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,2012-07-30 20:47:17,2012-07-30
CO,Cabinet Office,1,http://www.cabinetoffice.gov.uk,1. Drive efficiency and effectiveness in government,76,"Help tackle the deficit by spending less taxpayers’ money and spending it more wisely, collecting consistent Management Information to improve the efficiency of Government, and contributing to the reform of Government to improve effectiveness and accountability",3413,"1.10 Reduce financial loss through better prevention of fraud, error & debt across government",,,,,,3423,"1.10.i Working in conjunction with the National Fraud Authority, outline the design of a counter-fraud checking service by summer 2012, as the first step towards delivering an Intelligence Sharing Architecture",,Started,Dec 2012,NA,NA,NA,2012-12-31,NA,NA,NA,NA,1,0,Carried over,Not due,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,2012-07-30 20:47:17,2012-07-30
CO,Cabinet Office,1,http://www.cabinetoffice.gov.uk,1. Drive efficiency and effectiveness in government,76,"Help tackle the deficit by spending less taxpayers’ money and spending it more wisely, collecting consistent Management Information to improve the efficiency of Government, and contributing to the reform of Government to improve effectiveness and accountability",3413,"1.10 Reduce financial loss through better prevention of fraud, error & debt across government",,,,,,3425,"1.10.ii Establish a delivery pipeline which ensures all government departments, agencies and non-departmental public bodies will undertake a “spend-recovery” audit on their accounts payable system by December 2013",,Jun 2012,Mar 2013,2012-06-30,NA,2012-06-30,2013-03-31,303,NA,31,-272,1,0,On time,Not due,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,0,0,0,0,1,NA,NA,2012-07-30 20:47:17,2012-07-30
CO,Cabinet Office,1,http://www.cabinetoffice.gov.uk,1. Drive efficiency and effectiveness in government,76,"Help tackle the deficit by spending less taxpayers’ money and spending it more wisely, collecting consistent Management Information to improve the efficiency of Government, and contributing to the reform of Government to improve effectiveness and accountability",3413,"1.10 Reduce financial loss through better prevention of fraud, error & debt across government",,,,,,3427,"1.10.iii Establish pilots enabling departments who administer benefits, grants and other application-based processes to screen applications before payment, shifting the culture towards a ‘check first, then pay’ approach by March 2015",,Jun 2012,Mar 2013,2012-06-30,NA,2012-06-30,2013-03-31,303,NA,31,-272,1,0,On time,Not due,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,0,0,0,0,1,NA,NA,2012-07-30 20:47:17,2012-07-30
CO,Cabinet Office,1,http://www.cabinetoffice.gov.uk,1. Drive efficiency and effectiveness in government,76,"Help tackle the deficit by spending less taxpayers’ money and spending it more wisely, collecting consistent Management Information to improve the efficiency of Government, and contributing to the reform of Government to improve effectiveness and accountability",3413,"1.10 Reduce financial loss through better prevention of fraud, error & debt across government",,,,,,3429,1.10.iv Set out a concrete set of proposals agreed across Central Government on how to increase the efficiency and effectiveness of debt management and collection,,Started,Sep 2012,NA,NA,NA,2012-09-30,NA,NA,NA,NA,1,0,Carried over,Not due,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,2012-07-30 20:47:17,2012-07-30
CO,Cabinet Office,1,http://www.cabinetoffice.gov.uk,1. Drive efficiency and effectiveness in government,76,"Help tackle the deficit by spending less taxpayers’ money and spending it more wisely, collecting consistent Management Information to improve the efficiency of Government, and contributing to the reform of Government to improve effectiveness and accountability",3415,1.11 Manage Cabinet Office Controls and programmes,,,,,,3431,"1.11.i Work with departments to improve and operate the Cabinet Office controls, and publish revised guidance to help departments and their Arm’s Length Bodies to better understand the objectives of the controls, their rules, and how to apply them","<p><span style=""font-family: 'Arial','sans-serif'; color: #1f497d; font-size: 11pt; mso-fareast-font-family: Calibri; mso-fareast-theme-font: minor-latin; mso-ansi-language: EN-GB; mso-fareast-language: EN-GB; mso-bidi-language: AR-SA;""><a href=""http://www.cabinetoffice.gov.uk/news/whitehall-spending-controls-extended-permanently""><span style=""color: #0000ff;"">http://www.cabinetoffice.gov.uk/news/whitehall-spending-controls-extended-permanently</span></a></span></p>
<p><span style=""font-family: 'Arial','sans-serif'; color: #1f497d; font-size: 11pt; mso-fareast-font-family: Calibri; mso-fareast-theme-font: minor-latin; mso-ansi-language: EN-GB; mso-fareast-language: EN-GB; mso-bidi-language: AR-SA;""><span style=""font-family: 'Calibri','sans-serif'; color: black; font-size: 12pt; mso-fareast-font-family: Calibri; mso-fareast-theme-font: minor-latin; mso-ansi-language: EN-GB; mso-fareast-language: EN-GB; mso-bidi-language: AR-SA;""><a href=""http://www.cabinetoffice.gov.uk/resource-library/cabinet-office-controls-guidance""><span style=""color: #0000ff;"">http://www.cabinetoffice.gov.uk/resource-library/cabinet-office-controls-guidance</span></a></span></span></p>",Started,Jun 2012,NA,2012-06-28,NA,2012-06-30,NA,NA,NA,NA,1,1,Carried over,On time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,0,1,2012-07-30 20:47:17,2012-07-30
CO,Cabinet Office,1,http://www.cabinetoffice.gov.uk,1. Drive efficiency and effectiveness in government,76,"Help tackle the deficit by spending less taxpayers’ money and spending it more wisely, collecting consistent Management Information to improve the efficiency of Government, and contributing to the reform of Government to improve effectiveness and accountability",3415,1.11 Manage Cabinet Office Controls and programmes,,,,,,3433,1.11.ii Help departments to define and prioritise their efficiency and reform agendas as agreed in Departmental Efficiency and Reform Action Plans,,Started,Oct 2012,NA,NA,NA,2012-10-31,NA,NA,NA,NA,1,0,Carried over,Not due,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,2012-07-30 20:47:17,2012-07-30
CO,Cabinet Office,1,http://www.cabinetoffice.gov.uk,1. Drive efficiency and effectiveness in government,76,"Help tackle the deficit by spending less taxpayers’ money and spending it more wisely, collecting consistent Management Information to improve the efficiency of Government, and contributing to the reform of Government to improve effectiveness and accountability",3417,1.12 Support departments in improving the quality of government management information,,,,,,3435,"1.12.i Seek to establish a common set of robust, timely and consistent management information that enables senior officials and ministers to make comparisons of operational performance across government so that departments and individuals can be held to account",,Started,Nov 2012,NA,NA,NA,2012-11-30,NA,NA,NA,NA,1,0,Carried over,Not due,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,2012-07-30 20:47:17,2012-07-30
CO,Cabinet Office,1,http://www.cabinetoffice.gov.uk,1. Drive efficiency and effectiveness in government,76,"Help tackle the deficit by spending less taxpayers’ money and spending it more wisely, collecting consistent Management Information to improve the efficiency of Government, and contributing to the reform of Government to improve effectiveness and accountability",3417,1.12 Support departments in improving the quality of government management information,,,,,,3437,"1.12.ii Publish a strategy to improve Government management information, including enhancements to quarterly reporting requirements based on the existing QDS",,Started,Nov 2012,NA,NA,NA,2012-11-30,NA,NA,NA,NA,1,0,Carried over,Not due,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,2012-07-30 20:47:17,2012-07-30
CO,Cabinet Office,1,http://www.cabinetoffice.gov.uk,1. Drive efficiency and effectiveness in government,76,"Help tackle the deficit by spending less taxpayers’ money and spending it more wisely, collecting consistent Management Information to improve the efficiency of Government, and contributing to the reform of Government to improve effectiveness and accountability",3417,1.12 Support departments in improving the quality of government management information,,,,,,3439,1.12.iii Cut bureaucracy by carrying out a one-off internal 'red tape challenge' exercise to get rid of unnecessary data requirements that have accumulated over time,,Started,Nov 2012,NA,NA,NA,2012-11-30,NA,NA,NA,NA,1,0,Carried over,Not due,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,2012-07-30 20:47:17,2012-07-30
CO,Cabinet Office,1,http://www.cabinetoffice.gov.uk,2. Increase transparency in the public sector,77,"Publish information to give taxpayers the ability to hold Ministers and public servants to account, enable users of public services to choose between providers and promote growth through the raw material of data",3021,2.1 Open data,,,,,,3025,"2.1.i  Publish a Right to Data White Paper containing proposals to improve customer insight and user participation, data sharing, new information markets and the creation of a ‘right’ to data and a presumption in favour of publication","<p><span style=""font-family: 'Calibri','sans-serif'; color: #1f497d; font-size: 11pt; mso-fareast-font-family: Calibri; mso-fareast-theme-font: minor-latin; mso-ansi-language: EN-GB; mso-fareast-language: EN-GB; mso-bidi-language: AR-SA;""><a href=""http://www.cabinetoffice.gov.uk/resource-library/open-data-white-paper-unleashing-potential""><span style=""color: #0000ff;"">http://www.cabinetoffice.gov.uk/resource-library/open-data-white-paper-unleashing-potential</span></a></span></p>",Jun 2012,Jun 2012,2012-06-28,2012-06-28,2012-06-30,2012-06-30,29,1,NA,-28,1,1,On time,On time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,0,1,2012-07-30 20:47:17,2012-07-30
CO,Cabinet Office,1,http://www.cabinetoffice.gov.uk,2. Increase transparency in the public sector,77,"Publish information to give taxpayers the ability to hold Ministers and public servants to account, enable users of public services to choose between providers and promote growth through the raw material of data",3023,2.2 Open Government,,,,,,3027,2.2.i  Amend Freedom of Information Code of Practice as required by new legislation to extend the “right to data” to public authorities,,Started,Dec 2012,NA,NA,NA,2012-12-31,NA,NA,NA,NA,1,0,Carried over,Not due,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,2012-07-30 20:47:17,2012-07-30
CO,Cabinet Office,1,http://www.cabinetoffice.gov.uk,2. Increase transparency in the public sector,77,"Publish information to give taxpayers the ability to hold Ministers and public servants to account, enable users of public services to choose between providers and promote growth through the raw material of data",3023,2.2 Open Government,,,,,,3029,"2.2.ii Increase the number of data files available via data.gov.uk from 40,000 to 70,000",,Started,Mar 2015,NA,NA,NA,2015-03-31,NA,NA,NA,NA,1,0,Carried over,Not due,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,2012-07-30 20:47:17,2012-07-30
CO,Cabinet Office,1,http://www.cabinetoffice.gov.uk,3. Reform our political and constitutional system,78,Support efforts to give power to people and communities by redistributing control away from Britain’s over-centralised state,3031,3.1 Reform the composition of the House of Lords to establish a wholly or mainly elected second chamber on the basis of proportional representation,,,,,,3051,3.1.i Introduce legislation following the publication of the Joint Committee’s report on the draft House of Lords Reform Bill,,Jul 2012,Jul 2012,NA,NA,2012-07-31,2012-07-31,30,NA,NA,NA,0,0,Not due,Not due,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,NA,NA,NA,NA,2012-07-30 20:47:17,2012-07-30
CO,Cabinet Office,1,http://www.cabinetoffice.gov.uk,3. Reform our political and constitutional system,78,Support efforts to give power to people and communities by redistributing control away from Britain’s over-centralised state,3033,3.2 Introduce a power of recall,,,,,,3053,3.2.i Publish a response to the report of the Political and Constitutional Reform Committee on the draft Recall of MPs Bill,,Sep 2012,Sep 2012,NA,NA,2012-09-30,2012-09-30,29,NA,NA,NA,0,0,Not due,Not due,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2012-07-30 20:47:17,2012-07-30
CO,Cabinet Office,1,http://www.cabinetoffice.gov.uk,3. Reform our political and constitutional system,78,Support efforts to give power to people and communities by redistributing control away from Britain’s over-centralised state,3035,"3.3 Introduce extra support for people with disabilities who want to become MPs, councillors or elected officials",,,,,,3055,3.3.i Repeal section 141 of the Mental Health Act 1983 to remove discrimination against people with disabilities who want to become elected officials,,Started,May 2013,NA,NA,NA,2013-05-31,NA,NA,NA,NA,1,0,Carried over,Not due,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,2012-07-30 20:47:17,2012-07-30
CO,Cabinet Office,1,http://www.cabinetoffice.gov.uk,3. Reform our political and constitutional system,78,Support efforts to give power to people and communities by redistributing control away from Britain’s over-centralised state,3037,3.4 Reform the House of Commons,,,,,,3057,3.4.i Consult on a Green Paper and draft legislation on Parliamentary Privilege,,Started,Sep 2013,NA,NA,NA,2013-09-30,NA,NA,NA,NA,1,0,Carried over,Not due,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,2012-07-30 20:47:17,2012-07-30
CO,Cabinet Office,1,http://www.cabinetoffice.gov.uk,3. Reform our political and constitutional system,78,Support efforts to give power to people and communities by redistributing control away from Britain’s over-centralised state,3037,3.4 Reform the House of Commons,,,,,,3059,3.4.ii Establish House Business Committee by third year of Parliament,,May 2013,May 2013,NA,NA,2013-05-31,2013-05-31,30,NA,NA,NA,0,0,Not due,Not due,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2012-07-30 20:47:17,2012-07-30
CO,Cabinet Office,1,http://www.cabinetoffice.gov.uk,3. Reform our political and constitutional system,78,Support efforts to give power to people and communities by redistributing control away from Britain’s over-centralised state,3037,3.4 Reform the House of Commons,,,,,,3061,3.4.iii Boundary Commissions submit reports to the Government on new constituencies,,Sep 2013,Sep 2013,NA,NA,2013-09-30,2013-09-30,29,NA,NA,NA,0,0,Not due,Not due,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2012-07-30 20:47:17,2012-07-30
CO,Cabinet Office,1,http://www.cabinetoffice.gov.uk,3. Reform our political and constitutional system,78,Support efforts to give power to people and communities by redistributing control away from Britain’s over-centralised state,3037,3.4 Reform the House of Commons,,,,,,3063,3.4.iv Put in place fewer and more equally-sized constituencies,,Started,May 2015,NA,NA,NA,2015-05-31,NA,NA,NA,NA,1,0,Carried over,Not due,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,2012-07-30 20:47:17,2012-07-30
